0,432.48
1,432.54
2,432.6
3,432.67
4,432.73
5,432.79
6,432.85
7,432.92
8,432.98
9,433.04
10,433.1
11,433.16
12,433.22
13,433.27
14,433.33
15,433.39
16,433.45
17,433.51
18,433.57
19,433.63
20,433.68
21,433.74
22,433.8
23,433.85
24,433.91
25,433.97
26,434.02
27,434.08
28,434.14
29,434.19
30,434.25
31,434.3
32,434.36
33,434.42
34,434.47
35,434.53
36,434.58
37,434.63
38,434.69
39,434.74
40,434.8
41,434.85
42,434.91
43,434.96
44,435.01
45,435.07
46,435.12
47,435.17
48,435.22
49,435.28
50,435.33
51,435.38
52,435.44
53,435.49
54,435.54
55,435.59
56,435.64
57,435.7
58,435.75
59,435.8
60,435.85
61,435.9
62,435.95
63,436.01
64,436.06
65,436.11
66,436.16
67,436.21
68,436.26
69,436.31
70,436.36
71,436.41
72,436.46
73,436.51
74,436.57
75,436.62
76,436.67
77,436.72
78,436.77
79,436.82
80,436.87
81,436.92
82,436.97
83,437.02
84,437.07
85,437.11
86,437.16
87,437.21
88,437.26
89,437.31
90,437.36
91,437.41
92,437.45
93,437.5
94,437.55
95,437.6
96,437.64
97,437.69
98,437.74
99,437.78
100,437.83
101,437.88
102,437.92
103,437.97
104,438.02
105,438.06
106,438.11
107,438.16
108,438.2
109,438.25
110,438.29
111,438.34
112,438.39
113,438.43
114,438.48
115,438.52
116,438.57
117,438.61
118,438.66
119,438.7
120,438.75
121,438.8
122,438.84
123,438.89
124,438.93
125,438.98
126,439.02
127,439.07
128,439.12
129,439.16
130,439.21
131,439.25
132,439.3
133,439.35
134,439.39
135,439.44
136,439.48
137,439.53
138,439.58
139,439.62
140,439.67
141,439.72
142,439.76
143,439.81
144,439.86
145,439.9
146,439.95
147,440
148,440.05
149,440.1
150,440.14
151,440.19
152,440.24
153,440.29
154,440.34
155,440.39
156,440.43
157,440.48
158,440.53
159,440.58
160,440.63
161,440.68
162,440.73
163,440.78
164,440.83
165,440.87
166,440.92
167,440.97
168,441.02
169,441.07
170,441.12
171,441.17
172,441.22
173,441.27
174,441.32
175,441.37
176,441.42
177,441.47
178,441.52
179,441.56
180,441.61
181,441.66
182,441.71
183,441.76
184,441.81
185,441.86
186,441.91
187,441.96
188,442.01
189,442.06
190,442.11
191,442.16
192,442.21
193,442.27
194,442.32
195,442.37
196,442.42
197,442.47
198,442.52
199,442.57
200,442.62
201,442.67
202,442.72
203,442.77
204,442.82
205,442.88
206,442.93
207,442.98
208,443.03
209,443.08
210,443.13
211,443.19
212,443.24
213,443.29
214,443.34
215,443.39
216,443.45
217,443.5
218,443.55
219,443.6
220,443.66
221,443.71
222,443.76
223,443.81
224,443.87
225,443.92
226,443.97
227,444.03
228,444.08
229,444.13
230,444.19
231,444.24
232,444.3
233,444.35
234,444.41
235,444.46
236,444.52
237,444.58
238,444.63
239,444.69
240,444.74
241,444.8
242,444.86
243,444.91
244,444.97
245,445.03
246,445.09
247,445.14
248,445.2
249,445.26
250,445.32
251,445.37
252,445.43
253,445.49
254,445.55
255,445.6
256,445.66
257,445.72
258,445.78
259,445.84
260,445.89
261,445.95
262,446.01
263,446.07
264,446.13
265,446.18
266,446.24
267,446.3
268,446.36
269,446.41
270,446.47
271,446.53
272,446.58
273,446.64
274,446.7
275,446.75
276,446.81
277,446.87
278,446.92
279,446.98
280,447.03
281,447.09
282,447.15
283,447.2
284,447.26
285,447.31
286,447.36
287,447.42
288,447.47
289,447.53
290,447.58
291,447.63
292,447.68
293,447.74
294,447.79
295,447.84
296,447.89
297,447.95
298,448
299,448.05
300,448.11
301,448.17
302,448.22
303,448.28
304,448.34
305,448.4
306,448.46
307,448.52
308,448.58
309,448.64
310,448.71
311,448.77
312,448.83
313,448.89
314,448.96
315,449.02
316,449.08
317,449.15
318,449.21
319,449.28
320,449.34
321,449.4
322,449.47
323,449.53
324,449.59
325,449.65
326,449.72
327,449.78
328,449.84
329,449.9
330,449.96
331,450.02
332,450.08
333,450.13
334,450.19
335,450.25
336,450.3
337,450.36
338,450.41
339,450.46
340,450.52
341,450.57
342,450.62
343,450.66
344,450.71
345,450.76
346,450.8
347,450.84
348,450.88
349,450.92
350,450.96
351,451
352,451.03
353,451.07
354,451.1
355,451.13
356,451.16
357,451.18
358,451.21
359,451.23
360,451.25
361,451.27
362,451.28
363,451.3
364,451.31
365,451.32
366,451.32
367,451.33
368,451.33
369,451.32
370,451.3
371,451.26
372,451.2
373,451.13
374,451.04
375,450.93
376,450.81
377,450.68
378,450.53
379,450.37
380,450.2
381,450.01
382,449.82
383,449.61
384,449.4
385,449.18
386,448.94
387,448.7
388,448.46
389,448.21
390,447.95
391,447.68
392,447.42
393,447.15
394,446.87
